Drug,CYP***,Action,Species,Database,DrugID,Gene,Reference,Strength
Diltiazem malate (USAN), CYP3A5, substrate, Not Specified, KEGG, , , , 
Domperidone (JP17/USAN/INN), CYP3A5, substrate, Not Specified, KEGG, , , , 
Domperidone maleate, CYP3A5, substrate, Not Specified, KEGG, , , , 
Dutasteride (JAN/USAN/INN), CYP3A5, substrate, Not Specified, KEGG, , , , 
Eplerenone (JP17/USAN/INN), CYP3A5, substrate, Not Specified, KEGG, , , , 
Erythromycin (JP17/USP/INN), CYP3A5, substrate, Not Specified, KEGG, , , , 
Erythromycin estolate (USP), CYP3A5, substrate, Not Specified, KEGG, , , , 
Erythromycin lactobionate (JP17/USP), CYP3A5, substrate, Not Specified, KEGG, , , , 
Erythromycin stearate (JP17/USP), CYP3A5, substrate, Not Specified, KEGG, , , , 
Erythromycin acistrate (USAN), CYP3A5, substrate, Not Specified, KEGG, , , , 
Erythromycin gluceptate (USP), CYP3A5, substrate, Not Specified, KEGG, , , , 
Erythromycin propionate (USAN), CYP3A5, substrate, Not Specified, KEGG, , , , 
Erythromycin salnacedin (USAN), CYP3A5, substrate, Not Specified, KEGG, , , , 
Erythromycin thiocyanate, CYP3A5, substrate, Not Specified, KEGG, , , , 
Erythromycin stinoprate (INN), CYP3A5, substrate, Not Specified, KEGG, , , , 
Felodipine (JAN/USP/INN), CYP3A5, substrate, Not Specified, KEGG, , , , 
Fentanyl (JAN/USAN/INN), CYP3A5, substrate, Not Specified, KEGG, , , , 
Fentanyl citrate (JP17/USP), CYP3A5, substrate, Not Specified, KEGG, , , , 
Hydrocortisone (JP17/USP/INN), CYP3A5, substrate, Not Specified, KEGG, , , , 
Hydrocortisone acetate (JP17/USP), CYP3A5, substrate, Not Specified, KEGG, , , , 
Hydrocortisone cypionate, CYP3A5, substrate, Not Specified, KEGG, , , , 
Hydrocortisone sodium phosphate (JP17/USP), CYP3A5, substrate, Not Specified, KEGG, , , , 
Hydrocortisone sodium succinate (JP17/USP), CYP3A5, substrate, Not Specified, KEGG, , , , 
Hydrocortisone succinate (JP17), CYP3A5, substrate, Not Specified, KEGG, , , , 
Hydrocortisone butyrate (JP17/USP), CYP3A5, substrate, Not Specified, KEGG, , , , 
Hydrocortisone probutate (USAN), CYP3A5, substrate, Not Specified, KEGG, , , , 
Hydrocortisone valerate (USP), CYP3A5, substrate, Not Specified, KEGG, , , , 
Hydrocortisone hemisuccinate (USP), CYP3A5, substrate, Not Specified, KEGG, , , , 
Hydrocortisone aceponate (INN), CYP3A5, substrate, Not Specified, KEGG, , , , 
Hydrocortisone caproate (JAN), CYP3A5, substrate, Not Specified, KEGG, , , , 
Hydroquinine hydrobromide, CYP3A5, substrate, Not Specified, KEGG, , , , 
Haloperidol (JP17/USP/INN), CYP3A5, substrate, Not Specified, KEGG, , , , 
Haloperidol decanoate (JAN/USAN), CYP3A5, substrate, Not Specified, KEGG, , , , 
Haloperidol lactate, CYP3A5, substrate, Not Specified, KEGG, , , , 
Hydroxyzine (INN), CYP3A5, substrate, Not Specified, KEGG, , , , 
Hydroxyzine hydrochloride (JP17/USP), CYP3A5, substrate, Not Specified, KEGG, , , , 
Hydroxyzine pamoate (JP17/USP), CYP3A5, substrate, Not Specified, KEGG, , , , 
Imatinib (INN), CYP3A5, substrate, Not Specified, KEGG, , , , 
Imatinib mesylate (USAN), CYP3A5, substrate, Not Specified, KEGG, , , , 
Indinavir (USAN), CYP3A5, substrate, Not Specified, KEGG, , , , 
Indinavir sulfate (USAN), CYP3A5, substrate, Not Specified, KEGG, , , , 
Indinavir sulfate ethanolate (JAN), CYP3A5, substrate, Not Specified, KEGG, , , , 
Irinotecan (INN), CYP3A5, substrate, Not Specified, KEGG, , , , 
Irinotecan hydrochloride (USAN), CYP3A5, substrate, Not Specified, KEGG, , , , 
Lapatinib (INN), CYP3A5, substrate, Not Specified, KEGG, , , , 
Lapatinib ditosylate (USAN), CYP3A5, substrate, Not Specified, KEGG, , , , 
Lercanidipine (INN), CYP3A5, substrate, Not Specified, KEGG, , , , 
Lercanidipine hydrochloride (JAN/USAN), CYP3A5, substrate, Not Specified, KEGG, , , , 
Lovastatin (USP/INN), CYP3A5, substrate, Not Specified, KEGG, , , , 
Midazolam (JAN/USP/INN), CYP3A5, substrate, Not Specified, KEGG, , , , 
Midazolam hydrochloride (USAN), CYP3A5, substrate, Not Specified, KEGG, , , , 
Midazolam maleate (USAN), CYP3A5, substrate, Not Specified, KEGG, , , , 
Naratriptan (INN), CYP3A5, substrate, Not Specified, KEGG, , , , 
Naratriptan hydrochloride (JAN/USAN), CYP3A5, substrate, Not Specified, KEGG, , , , 
Nateglinide (JP17/USAN/INN), CYP3A5, substrate, Not Specified, KEGG, , , , 
Nifedipine (JP17/USP/INN), CYP3A5, substrate, Not Specified, KEGG, , , , 
Nitrendipine (JP17/USAN/INN), CYP3A5, substrate, Not Specified, KEGG, , , , 
Pimozide (JP17/USP/INN), CYP3A5, substrate, Not Specified, KEGG, , , , 
Propranolol (INN), CYP3A5, substrate, Not Specified, KEGG, , , , 
Propranolol hydrochloride (JP17/USP), CYP3A5, substrate, Not Specified, KEGG, , , , 
Quetiapine (INN), CYP3A5, substrate, Not Specified, KEGG, , , , 
Quetiapine fumarate (JP17/USAN), CYP3A5, substrate, Not Specified, KEGG, , , , 
Quinine (BAN), CYP3A5, substrate, Not Specified, KEGG, , , , 
Quinine hydrochloride hydrate (JP17), CYP3A5, substrate, Not Specified, KEGG, , , , 
Quinine sulfate (USP), CYP3A5, substrate, Not Specified, KEGG, , , , 
Quinine ascorbate (USAN), CYP3A5, substrate, Not Specified, KEGG, , , , 
Quinine dihydrochloride, CYP3A5, substrate, Not Specified, KEGG, , , , 
Rivaroxaban (JAN/USAN/INN), CYP3A5, substrate, Not Specified, KEGG, , , , 
Salmeterol (USAN/INN), CYP3A5, substrate, Not Specified, KEGG, , , , 
Salmeterol xinafoate (JAN/USAN), CYP3A5, substrate, Not Specified, KEGG, , , , 
Saquinavir (JAN/USP/INN), CYP3A5, substrate, Not Specified, KEGG, , , , 
Saquinavir mesylate (USP), CYP3A5, substrate, Not Specified, KEGG, , , , 
Sildenafil (INN), CYP3A5, substrate, Not Specified, KEGG, , , , 
Sildenafil citrate (JAN/USAN), CYP3A5, substrate, Not Specified, KEGG, , , , 
Tacrolimus (INN), CYP3A5, substrate, Not Specified, KEGG, , , , 
Tacrolimus (USAN/INN), CYP3A5, substrate, Not Specified, KEGG, , , , 
Telithromycin (JAN/USAN/INN), CYP3A5, substrate, Not Specified, KEGG, , , , 
Terfenadine (JAN/USAN/INN), CYP3A5, substrate, Not Specified, KEGG, , , , 
Testosterone (JAN/USP), CYP3A5, substrate, Not Specified, KEGG, , , , 
Testosterone cypionate (USP), CYP3A5, substrate, Not Specified, KEGG, , , , 
Testosterone enanthate (JP17/USP), CYP3A5, substrate, Not Specified, KEGG, , , , 
Testosterone propionate (JP17/USP), CYP3A5, substrate, Not Specified, KEGG, , , , 
Testosterone ketolaurate (USAN/INN), CYP3A5, substrate, Not Specified, KEGG, , , , 
Testosterone phenylacetate (USAN), CYP3A5, substrate, Not Specified, KEGG, , , , 
Testosterone undecanoate (USAN), CYP3A5, substrate, Not Specified, KEGG, , , , 
Testosterone decanoate, CYP3A5, substrate, Not Specified, KEGG, , , , 
Testosterone phenylpropionate, CYP3A5, substrate, Not Specified, KEGG, , , , 
Trazodone (INN), CYP3A5, substrate, Not Specified, KEGG, , , , 
Trazodone hydrochloride (JAN/USP), CYP3A5, substrate, Not Specified, KEGG, , , , 
Verapamil (USAN/INN), CYP3A5, substrate, Not Specified, KEGG, , , , 
Verapamil hydrochloride (JP17/USP), CYP3A5, substrate, Not Specified, KEGG, , , , 
Zaleplon (JAN/USAN/INN), CYP3A5, substrate, Not Specified, KEGG, , , , 
Ziprasidone (INN), CYP3A5, substrate, Not Specified, KEGG, , , , 
Ziprasidone hydrochloride (USAN), CYP3A5, substrate, Not Specified, KEGG, , , , 
Ziprasidone mesylate (USAN), CYP3A5, substrate, Not Specified, KEGG, , , , 
Zolpidem (INN), CYP3A5, substrate, Not Specified, KEGG, , , , 
Zolpidem tartrate (JP17/USAN), CYP3A5, substrate, Not Specified, KEGG, , , , 
Amlodipine (USAN/INN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Amlodipine besylate (USAN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Amlodipine maleate (USAN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Aprepitant (JAN/USAN/INN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Fosaprepitant dimeglumine (USAN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Astemizole (JAN/USP/INN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Caffeine (USP), CYP3A7, substrate, Not Specified, KEGG, , , , 
Caffeine hydrate (JP17), CYP3A7, substrate, Not Specified, KEGG, , , , 
Chlorphenamine (INN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Chlorpheniramine maleate (JP17/USP), CYP3A7, substrate, Not Specified, KEGG, , , , 
Chlorpheniramine polistirex (USAN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Cyclosporine (USP), CYP3A7, substrate, Not Specified, KEGG, , , , 
Cisapride (USAN/INN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Cisapride (JAN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Dexamethasone (JP17/USP/INN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Dexamethasone sodium phosphate (JAN/USP), CYP3A7, substrate, Not Specified, KEGG, , , , 
Dexamethasone metasulfobenzoate sodium (JAN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Dexamethasone palmitate (JAN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Dexamethasone dipropionate (USAN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Dexamethasone valerate (JAN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Dexamethasone acetate (JAN/USP), CYP3A7, substrate, Not Specified, KEGG, , , , 
Dexamethasone acefurate (USAN/INN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Dexamethasone beloxil (USAN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Dexamethasone cipecilate (JAN/INN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Dexamethasone 21-acetate, CYP3A7, substrate, Not Specified, KEGG, , , , 
Dexamethasone isonicotinate, CYP3A7, substrate, Not Specified, KEGG, , , , 
Dexamethasone sodium hemisulfate, CYP3A7, substrate, Not Specified, KEGG, , , , 
Dexamethasone 21-tebutate, CYP3A7, substrate, Not Specified, KEGG, , , , 
Dexamethasone 21-valerate, CYP3A7, substrate, Not Specified, KEGG, , , , 
Dexamethasone phenylpropionate, CYP3A7, substrate, Not Specified, KEGG, , , , 
Dexamethasone phosphate, CYP3A7, substrate, Not Specified, KEGG, , , , 
Dexchlorpheniramine (INN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Dexchlorpheniramine maleate (USP), CYP3A7, substrate, Not Specified, KEGG, , , , 
Dexpropranolol hydrochloride (USAN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Domperidone (JP17/USAN/INN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Domperidone maleate, CYP3A7, substrate, Not Specified, KEGG, , , , 
Diltiazem (INN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Diltiazem hydrochloride (JP17/USP), CYP3A7, substrate, Not Specified, KEGG, , , , 
Diltiazem malate (USAN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Eplerenone (JP17/USAN/INN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Erythromycin (JP17/USP/INN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Erythromycin estolate (USP), CYP3A7, substrate, Not Specified, KEGG, , , , 
Erythromycin ethylsuccinate (JP17/USP), CYP3A7, substrate, Not Specified, KEGG, , , , 
Erythromycin lactobionate (JP17/USP), CYP3A7, substrate, Not Specified, KEGG, , , , 
Erythromycin stearate (JP17/USP), CYP3A7, substrate, Not Specified, KEGG, , , , 
Erythromycin acistrate (USAN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Erythromycin gluceptate (USP), CYP3A7, substrate, Not Specified, KEGG, , , , 
Erythromycin propionate (USAN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Erythromycin salnacedin (USAN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Erythromycin thiocyanate, CYP3A7, substrate, Not Specified, KEGG, , , , 
Erythromycin stinoprate (INN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Felodipine (JAN/USP/INN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Fentanyl (JAN/USAN/INN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Fentanyl citrate (JP17/USP), CYP3A7, substrate, Not Specified, KEGG, , , , 
Haloperidol (JP17/USP/INN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Haloperidol decanoate (JAN/USAN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Haloperidol lactate, CYP3A7, substrate, Not Specified, KEGG, , , , 
Hydrocortisone (JP17/USP/INN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Hydrocortisone acetate (JP17/USP), CYP3A7, substrate, Not Specified, KEGG, , , , 
Hydrocortisone cypionate, CYP3A7, substrate, Not Specified, KEGG, , , , 
Hydrocortisone sodium phosphate (JP17/USP), CYP3A7, substrate, Not Specified, KEGG, , , , 
Hydrocortisone sodium succinate (JP17/USP), CYP3A7, substrate, Not Specified, KEGG, , , , 
Hydrocortisone succinate (JP17), CYP3A7, substrate, Not Specified, KEGG, , , , 
Hydrocortisone butyrate (JP17/USP), CYP3A7, substrate, Not Specified, KEGG, , , , 
Hydrocortisone probutate (USAN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Hydrocortisone valerate (USP), CYP3A7, substrate, Not Specified, KEGG, , , , 
Hydrocortisone hemisuccinate (USP), CYP3A7, substrate, Not Specified, KEGG, , , , 
Hydrocortisone aceponate (INN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Hydrocortisone caproate (JAN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Hydroquinine hydrobromide, CYP3A7, substrate, Not Specified, KEGG, , , , 
Indinavir (USAN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Indinavir sulfate (USAN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Indinavir sulfate ethanolate (JAN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Irinotecan (INN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Irinotecan hydrochloride (USAN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Lercanidipine (INN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Lercanidipine hydrochloride (JAN/USAN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Lovastatin (USP/INN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Midazolam (JAN/USP/INN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Midazolam hydrochloride (USAN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Midazolam maleate (USAN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Nateglinide (JP17/USAN/INN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Nitrendipine (JP17/USAN/INN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Pimozide (JP17/USP/INN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Propranolol (INN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Propranolol hydrochloride (JP17/USP), CYP3A7, substrate, Not Specified, KEGG, , , , 
Quetiapine (INN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Quetiapine fumarate (JP17/USAN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Quinine (BAN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Quinine hydrochloride hydrate (JP17), CYP3A7, substrate, Not Specified, KEGG, , , , 
Quinine sulfate (USP), CYP3A7, substrate, Not Specified, KEGG, , , , 
Quinine ascorbate (USAN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Quinine dihydrochloride, CYP3A7, substrate, Not Specified, KEGG, , , , 
Salmeterol (USAN/INN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Salmeterol xinafoate (JAN/USAN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Saquinavir (JAN/USP/INN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Saquinavir mesylate (USP), CYP3A7, substrate, Not Specified, KEGG, , , , 
Sildenafil (INN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Sildenafil citrate (JAN/USAN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Tacrolimus (INN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Tacrolimus (USAN/INN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Telithromycin (JAN/USAN/INN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Terfenadine (JAN/USAN/INN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Testosterone (JAN/USP), CYP3A7, substrate, Not Specified, KEGG, , , , 
Testosterone cypionate (USP), CYP3A7, substrate, Not Specified, KEGG, , , , 
Testosterone enanthate (JP17/USP), CYP3A7, substrate, Not Specified, KEGG, , , , 
Testosterone propionate (JP17/USP), CYP3A7, substrate, Not Specified, KEGG, , , , 
Testosterone ketolaurate (USAN/INN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Testosterone phenylacetate (USAN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Testosterone undecanoate (USAN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Testosterone decanoate, CYP3A7, substrate, Not Specified, KEGG, , , , 
Testosterone phenylpropionate, CYP3A7, substrate, Not Specified, KEGG, , , , 
Trazodone (INN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Trazodone hydrochloride (JAN/USP), CYP3A7, substrate, Not Specified, KEGG, , , , 
Verapamil (USAN/INN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Verapamil hydrochloride (JP17/USP), CYP3A7, substrate, Not Specified, KEGG, , , , 
Ziprasidone (INN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Ziprasidone hydrochloride (USAN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Ziprasidone mesylate (USAN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Zolpidem (INN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Zolpidem tartrate (JP17/USAN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Zaleplon (JAN/USAN/INN), CYP3A7, substrate, Not Specified, KEGG, , , , 
Alfentanil (INN), CYP3A, substrate, Not Specified, KEGG, , , , Narrow & Sensitive
Alfentanil hydrochloride (USP), CYP3A, substrate, Not Specified, KEGG, , , , Narrow & Sensitive
Alprazolam (JP17/USP/INN), CYP3A, substrate, Not Specified, KEGG, , , , 
Aprepitant (JAN/USAN/INN), CYP3A, substrate, Not Specified, KEGG, , , , Sensitive
Fosaprepitant dimeglumine (USAN), CYP3A, substrate, Not Specified, KEGG, , , , Sensitive
Astemizole (JAN/USP/INN), CYP3A, substrate, Not Specified, KEGG, , , , Narrow
Amobarbital (JP17/INN), CYP3A, substrate, Not Specified, KEGG, , , , 
Amobarbital sodium (JAN/USP), CYP3A, substrate, Not Specified, KEGG, , , , 
Atorvastatin (INN), CYP3A, substrate, Not Specified, KEGG, , , , 
Atorvastatin calcium anhydorous, CYP3A, substrate, Not Specified, KEGG, , , , 
Atorvastatin calcium (USP), CYP3A, substrate, Not Specified, KEGG, , , , 
Azelnidipine (JP17/INN), CYP3A, substrate, Not Specified, KEGG, , , , 
Chlorpromazine hydrochloride - promethazine hydrochloride - phenobarbital mixt, CYP3A, substrate, Not Specified, KEGG, , , , 
Blonanserin (JAN/INN), CYP3A, substrate, Not Specified, KEGG, , , , 
Budesonide (JAN/USAN/INN), CYP3A, substrate, Not Specified, KEGG, , , , Sensitive
Buspirone (INN), CYP3A, substrate, Not Specified, KEGG, , , , Sensitive
Buspirone hydrochloride (USP), CYP3A, substrate, Not Specified, KEGG, , , , Sensitive
Cisapride (USAN/INN), CYP3A, substrate, Not Specified, KEGG, , , , Narrow
Cisapride (JAN), CYP3A, substrate, Not Specified, KEGG, , , , Narrow
Colchicine (JP17/USP), CYP3A, substrate, Not Specified, KEGG, , , , 
Conivaptan (INN), CYP3A, substrate, Not Specified, KEGG, , , , Sensitive
Conivaptan hydrochloride (JAN/USAN), CYP3A, substrate, Not Specified, KEGG, , , , Sensitive
Cyclosporine (USP), CYP3A, substrate, Not Specified, KEGG, , , , Narrow
Dihydroergotamine (INN), CYP3A, substrate, Not Specified, KEGG, , , , Narrow
Dihydroergotamine mesylate (USP), CYP3A, substrate, Not Specified, KEGG, , , , Narrow
Dihydroergotamine tartrate, CYP3A, substrate, Not Specified, KEGG, , , , Narrow
Digitoxin (JP17/USP/INN), CYP3A, substrate, Not Specified, KEGG, , , , 
Darifenacin (USAN/INN), CYP3A, substrate, Not Specified, KEGG, , , , Sensitive
Darifenacin hydrobromide (JAN/USAN), CYP3A, substrate, Not Specified, KEGG, , , , Sensitive
Darunavir (USAN/INN), CYP3A, substrate, Not Specified, KEGG, , , , Sensitive
Darunavir ethanolate (JAN), CYP3A, substrate, Not Specified, KEGG, , , , Sensitive
Dasatinib (INN), CYP3A, substrate, Not Specified, KEGG, , , , Sensitive
Dasatinib (USAN), CYP3A, substrate, Not Specified, KEGG, , , , Sensitive
Dronedarone (INN), CYP3A, substrate, Not Specified, KEGG, , , , Sensitive
Dronedarone hydrochloride (USAN), CYP3A, substrate, Not Specified, KEGG, , , , Sensitive
Eletriptan (INN), CYP3A, substrate, Not Specified, KEGG, , , , Sensitive
Eletriptan hydrobromide (JAN/USAN), CYP3A, substrate, Not Specified, KEGG, , , , Sensitive
Eplerenone (JP17/USAN/INN), CYP3A, substrate, Not Specified, KEGG, , , , 
Ergotamine (INN), CYP3A, substrate, Not Specified, KEGG, , , , Narrow
Ergotamine tartrate (JP17/USP), CYP3A, substrate, Not Specified, KEGG, , , , Narrow
Everolimus (JAN/USAN/INN), CYP3A, substrate, Not Specified, KEGG, , , , Sensitive
Felodipine (JAN/USP/INN), CYP3A, substrate, Not Specified, KEGG, , , , Sensitive
Fentanyl (JAN/USAN/INN), CYP3A, substrate, Not Specified, KEGG, , , , Narrow
Fentanyl citrate (JP17/USP), CYP3A, substrate, Not Specified, KEGG, , , , Narrow
Fluticasone (INN), CYP3A, substrate, Not Specified, KEGG, , , , Sensitive
Fluticasone propionate (JAN/USAN), CYP3A, substrate, Not Specified, KEGG, , , , Sensitive
Fluticasone furoate (JAN/USAN/INN), CYP3A, substrate, Not Specified, KEGG, , , , Sensitive
Indinavir, CYP3A, substrate, Not Specified, KEGG, , , , Sensitive
Indinavir (USAN), CYP3A, substrate, Not Specified, KEGG, , , , Sensitive
Indinavir sulfate (USAN), CYP3A, substrate, Not Specified, KEGG, , , , Sensitive
Indinavir sulfate ethanolate (JAN), CYP3A, substrate, Not Specified, KEGG, , , , Sensitive
Lopinavir (JAN/USAN/INN), CYP3A, substrate, Not Specified, KEGG, , , , Sensitive
Lovastatin (USP/INN), CYP3A, substrate, Not Specified, KEGG, , , , Sensitive
Lurasidone hydrochloride (JAN/USAN), CYP3A, substrate, Not Specified, KEGG, , , , Sensitive
Maraviroc (JAN/INN), CYP3A, substrate, Not Specified, KEGG, , , , Sensitive
Midazolam (JAN/USP/INN), CYP3A, substrate, Not Specified, KEGG, , , , Sensitive
Midazolam hydrochloride (USAN), CYP3A, substrate, Not Specified, KEGG, , , , Sensitive
Midazolam maleate (USAN), CYP3A, substrate, Not Specified, KEGG, , , , Sensitive
Mefloquine hydrochloride (JP17/USP), CYP3A, substrate, Not Specified, KEGG, , , , 
Nisoldipine (JAN/USAN/INN), CYP3A, substrate, Not Specified, KEGG, , , , Sensitive
Prednisolone (JP17/USP/INN), CYP3A, substrate, Not Specified, KEGG, , , , 
Phenobarbital (JP17/USP/INN), CYP3A, substrate, Not Specified, KEGG, , , , 
Phenobarbital sodium (JAN/USP/INN), CYP3A, substrate, Not Specified, KEGG, , , , 
Phenobarbital diethylamine, CYP3A, substrate, Not Specified, KEGG, , , , 
Phenytoin (JP17/USP/INN), CYP3A, substrate, Not Specified, KEGG, , , , 
Phenytoin sodium (USP), CYP3A, substrate, Not Specified, KEGG, , , , 
Phenytoin - phenobarbital mixt, CYP3A, substrate, Not Specified, KEGG, , , , 
Phenytoin - phenobarbital - caffeine and sodium benzoate, CYP3A, substrate, Not Specified, KEGG, , , , 
Pimozide (JP17/USP/INN), CYP3A, substrate, Not Specified, KEGG, , , , Narrow
Proxyphylline - ephedrine hydrochloride - phenobarbital mixt, CYP3A, substrate, Not Specified, KEGG, , , , 
Quetiapine (INN), CYP3A, substrate, Not Specified, KEGG, , , , Sensitive
Quetiapine fumarate (JP17/USAN), CYP3A, substrate, Not Specified, KEGG, , , , Sensitive
Quinidine (BAN), CYP3A, substrate, Not Specified, KEGG, , , , Narrow
Quinidine gluconate (USP), CYP3A, substrate, Not Specified, KEGG, , , , Narrow
Quinidine polygalacturonate, CYP3A, substrate, Not Specified, KEGG, , , , Narrow
Quinidine sulfate (USP), CYP3A, substrate, Not Specified, KEGG, , , , Narrow
Quinidine phenylethylbarbiturate, CYP3A, substrate, Not Specified, KEGG, , , , Narrow
Rilpivirine (USAN/INN), CYP3A, substrate, Not Specified, KEGG, , , , 
Rilpivirine hydrochloride (JAN/USAN), CYP3A, substrate, Not Specified, KEGG, , , , 
Rivaroxaban (JAN/USAN/INN), CYP3A, substrate, Not Specified, KEGG, , , , 
Rosuvastatin (INN), CYP3A, substrate, Not Specified, KEGG, , , , 
Rosuvastatin calcium (JAN/USAN), CYP3A, substrate, Not Specified, KEGG, , , , 
Saquinavir (JAN/USP/INN), CYP3A, substrate, Not Specified, KEGG, , , , Sensitive
Saquinavir mesylate (USP), CYP3A, substrate, Not Specified, KEGG, , , , Sensitive
Sildenafil (INN), CYP3A, substrate, Not Specified, KEGG, , , , Sensitive
Sildenafil citrate (JAN/USAN), CYP3A, substrate, Not Specified, KEGG, , , , Sensitive
Simvastatin (JP17/USP/INN), CYP3A, substrate, Not Specified, KEGG, , , , Sensitive
Sirolimus (JAN/USAN/INN), CYP3A, substrate, Not Specified, KEGG, , , , Narrow & Sensitive
Tacrolimus (INN), CYP3A, substrate, Not Specified, KEGG, , , , Narrow
Tacrolimus (USAN/INN), CYP3A, substrate, Not Specified, KEGG, , , , Narrow
Tadalafil (JAN/USAN/INN), CYP3A, substrate, Not Specified, KEGG, , , , 
Terfenadine (JAN/USAN/INN), CYP3A, substrate, Not Specified, KEGG, , , , Narrow
Ticagrelor (USAN/INN), CYP3A, substrate, Not Specified, KEGG, , , , Sensitive
Tipranavir (INN), CYP3A, substrate, Not Specified, KEGG, , , , Sensitive
Tipranavir disodium (USAN), CYP3A, substrate, Not Specified, KEGG, , , , Sensitive
Tolvaptan (JAN/USAN/INN), CYP3A, substrate, Not Specified, KEGG, , , , Sensitive
Triazolam (JAN/USP/INN), CYP3A, substrate, Not Specified, KEGG, , , , 
Vardenafil (INN), CYP3A, substrate, Not Specified, KEGG, , , , Sensitive
Vardenafil dihydrochoride (USAN), CYP3A, substrate, Not Specified, KEGG, , , , Sensitive
Vardenafil hydrochloride hydrate (JAN), CYP3A, substrate, Not Specified, KEGG, , , , Sensitive
Vardenafil hydrochloride (USAN), CYP3A, substrate, Not Specified, KEGG, , , , Sensitive
alfentanil,CYP3A4,Substrate,Not Specified,ildcare,,,,
almotriptan,CYP3A4,Substrate,Not Specified,ildcare,,,,
alprazolam,CYP3A4,Substrate,Not Specified,ildcare,,,,
amitriptyline,CYP3A4,Substrate,Not Specified,ildcare,,,,
